institución,DIRECCIÓN,GEOLOCALIZACIÓN,UNIDAD ACADÉMICA / ÁREA,CARRERAS,LINK,Tipo,PERIODO DE INSCRIPCIÓN,Teléfono,CONTACTO,INFO ADICIONAL
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229490",Escuela de Hábitat y Sostenibilidad,"Proyecto de Intervención en el Patrimonio Territorial, Urbano y Arquitectónico.",https://www.unsam.edu.ar/escuelas/ehys/555/IA/Patrimonio-Territorial-Urbano-Arquitectonico,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229495",Escuela de Bio y Nanotecnologías,Microbiología Molecular,https://www.unsam.edu.ar/escuelas/ebyn/77/ebyn/microbiologia-molecular,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229496",Escuela de Bio y Nanotecnologías,Agrobiotecnología,https://www.unsam.edu.ar/escuelas/ebyn/476/ebyn/agrobiotecnologia-2,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229413",Escuela de Economía y Negocios,Martillero Público y Corredor de Comercio,https://www.unsam.edu.ar/escuelas/eeyn/81/economia/martillero-publico,Martillero,Del 1 al 31 de octubre de 2025,,http://consultaseeyn.unsam.edu.ar/,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229358",Escuela de Política y Gobierno,Ciencia Política,https://www.unsam.edu.ar/escuelas/epyg/394/Política/Ciencia-Política,Profesorado,Del  6/10 al 24/10/2026,,gradopyg@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229379",Escuela de Humanidades,Estudios de la Comunicación,https://www.unsam.edu.ar/escuelas/eh/453/humanidades/estudios-comunicación,Profesorado,Del 21/10/2024 al 25/10/2024,,estudios.comunicación@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229380",Escuela de Humanidades,Letras,https://www.unsam.edu.ar/escuelas/eh/194/humanidades/letras,Profesorado,Del 21/10/2024 al 29/11/2026,,letras@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229391",Escuela de Humanidades,Profesorado Universitario,https://www.unsam.edu.ar/escuelas/eh/625/humanidades/profesorado-universitario,Profesorado,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229448",Instituto de Rehabilitación y Movimiento,Enfermería,https://www.unsam.edu.ar/institutos/ICRyM/419/icrym/enfermeria,Tecnicatura,Del 1 al 21 de octubre de 2025,,icrm.dga@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229491",Escuela de Bio y Nanotecnologías,Laboratorio,https://www.unsam.edu.ar/escuelas/ebyn/102/ebyn/laboratorio,Tecnicatura,,,docencia@intech.gov.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229497",Observatorio de Educación Superior y Políticas Universitarias (OESPU),Gestión Universitaria,https://www.unsam.edu.ar/institutos/oespu/323/oespu/gestion-universitaria,Tecnicatura,,,tgu.oes@unsam.edu.ar,
