provider_name,program_name,title,level_or_modality,modality,address,barrio,locality,contact,phone,website,schedule,duration,enrollment_period,notes,unit,lat,lon,maps_url,address_kmz,geo_source
"Centro de Formación 
Profesional N° 426",Maquillaje Artístico,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Maquillaje Social,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Panadería,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Pastelería,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Peluquería Canina,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Peluquería y Peinados,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Peluquería,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Prof. en Tecnologías de Equipos e,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Profesorado en Economía,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Profesorado en Física,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Profesorado en Matemática,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Reparación de Bicicletas,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Reparación de celulares,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Rotisería,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en Administración,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en Análisis de,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en Bibliotecología,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en Desarrollo,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en Higiene y,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en LogísticaCursos de Formación,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Tecnicatura Superior en Mantenimiento,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N° 426",Uñas decoradas,,Curso,,Riobamba 2847,,San Martín,educa.sandres@cruzroja.org.ar,Tel.: 4755 7600 / 11 5993 1329,https://isft183.edu.ar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riobamba+2847,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°401",Administrativa/o,,Curso,,"Coronel Mom 2570, San Martín Centro",,San Martín,,Tels.: 4752 4497 / 4752 3020,https://cfp401sanmartin.com,,,,,,,,https://www.google.com/maps/search/?api=1&query=Coronel+Mom+2570%2C+San+Mart%C3%ADn+Centro,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación 
Profesional N°401",Administrativo,,Curso,,"Coronel Mom 2570, San Martín Centro",,San Martín,,Tels.: 4752 4497 / 4752 3020,https://cfp401sanmartin.com,,,,,,,,https://www.google.com/maps/search/?api=1&query=Coronel+Mom+2570%2C+San+Mart%C3%ADn+Centro,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
